0.0,0.0,[debug],logger,init,time
129.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
132.433333397,[info],nurse,sync,wait-message,(status=message-received)
139.5,[info],nurse,sync,request-sent,(status=waiting)
142.133333445,[debug],turtlebot1,simulation,robot-pose,x=-35.87;y=34.58;yaw=-2.95
142.433333397,[info],nurse,sync,wait-message,(status=message-received)
144.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.00;y=18.00;yaw=-1.54
144.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.22;y=18.03;yaw=-1.58
144.75,[debug],turtlebot4,simulation,robot-pose,x=-28.69;y=17.88;yaw=-0.80
144.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
148.349999905,[debug],turtlebot1,move-base-info,Hooray, the base moved arrived,(x=-37;y=33.98)
152.433333397,[info],nurse,sync,wait-message,(status=message-received)
157.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.62;y=33.66;yaw=-1.55
159.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.00;y=18.00;yaw=-1.54
159.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.22;y=18.03;yaw=-1.57
159.75,[debug],turtlebot4,simulation,robot-pose,x=-28.69;y=17.88;yaw=-0.80
159.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
172.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.61;y=31.17;yaw=-1.57
174.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.00;y=18.00;yaw=-1.54
174.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.22;y=18.03;yaw=-1.57
174.75,[debug],turtlebot4,simulation,robot-pose,x=-28.69;y=17.88;yaw=-0.80
174.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
187.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.56;y=29.42;yaw=-1.50
189.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.00;y=18.00;yaw=-1.54
189.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.22;y=18.03;yaw=-1.57
189.75,[debug],turtlebot4,simulation,robot-pose,x=-28.68;y=17.88;yaw=-0.80
189.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
202.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.55;y=29.37;yaw=-1.47
204.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.01;y=18.00;yaw=-1.54
204.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.22;y=18.03;yaw=-1.57
204.75,[debug],turtlebot4,simulation,robot-pose,x=-28.68;y=17.88;yaw=-0.80
204.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
217.150000095,[debug],turtlebot1,simulation,robot-pose,x=-36.51;y=29.47;yaw=-1.62
219.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.01;y=18.00;yaw=-1.54
219.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=18.03;yaw=-1.57
219.75,[debug],turtlebot4,simulation,robot-pose,x=-28.69;y=17.88;yaw=-0.80
219.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
232.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.51;y=29.42;yaw=-1.65
234.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.01;y=18.00;yaw=-1.54
234.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=18.03;yaw=-1.57
234.75,[debug],turtlebot4,simulation,robot-pose,x=-28.69;y=17.88;yaw=-0.80
234.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
247.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.51;y=29.40;yaw=-1.55
249.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.02;y=18.00;yaw=-1.54
249.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=18.03;yaw=-1.57
249.75,[debug],turtlebot4,simulation,robot-pose,x=-28.69;y=17.88;yaw=-0.79
249.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
262.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.52;y=29.35;yaw=-1.50
264.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.02;y=18.00;yaw=-1.54
264.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=18.03;yaw=-1.57
264.75,[debug],turtlebot4,simulation,robot-pose,x=-28.69;y=17.88;yaw=-0.79
264.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
277.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.53;y=29.46;yaw=-1.55
279.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
279.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=18.03;yaw=-1.57
279.75,[debug],turtlebot4,simulation,robot-pose,x=-28.69;y=17.88;yaw=-0.80
279.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
292.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.52;y=29.44;yaw=-1.42
294.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
294.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=18.03;yaw=-1.57
294.75,[debug],turtlebot4,simulation,robot-pose,x=-28.70;y=17.88;yaw=-0.80
294.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
307.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.57;y=27.96;yaw=-1.59
309.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
309.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=18.03;yaw=-1.57
309.75,[debug],turtlebot4,simulation,robot-pose,x=-28.70;y=17.88;yaw=-0.81
309.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
322.150000095,[debug],turtlebot1,simulation,robot-pose,x=-36.58;y=25.44;yaw=-1.57
324.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
324.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=18.03;yaw=-1.55
324.75,[debug],turtlebot4,simulation,robot-pose,x=-28.70;y=17.88;yaw=-0.80
324.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
337.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.56;y=22.97;yaw=-1.61
339.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
339.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=18.02;yaw=-1.54
339.75,[debug],turtlebot4,simulation,robot-pose,x=-28.71;y=17.88;yaw=-0.81
339.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
352.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.74;y=20.30;yaw=-1.64
354.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
354.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=18.01;yaw=-1.54
354.766666651,[debug],turtlebot4,simulation,robot-pose,x=-28.71;y=17.88;yaw=-0.81
354.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
367.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.90;y=17.64;yaw=-1.63
369.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
369.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=17.99;yaw=-1.54
369.75,[debug],turtlebot4,simulation,robot-pose,x=-28.71;y=17.88;yaw=-0.80
369.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
378.166666746,[debug],turtlebot1,move-base-info,Hooray, the base moved arrived,(x=-37;y=16)
382.150000095,[debug],turtlebot1,simulation,robot-pose,x=-37.00;y=16.44;yaw=-0.04
384.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
384.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=17.98;yaw=-1.54
384.75,[debug],turtlebot4,simulation,robot-pose,x=-28.72;y=17.88;yaw=-0.80
384.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
397.133333445,[debug],turtlebot1,simulation,robot-pose,x=-36.04;y=15.55;yaw=-0.54
399.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
399.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=17.96;yaw=-1.54
399.75,[debug],turtlebot4,simulation,robot-pose,x=-28.72;y=17.88;yaw=-0.80
399.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
412.133333445,[debug],turtlebot1,simulation,robot-pose,x=-34.81;y=15.30;yaw=-0.01
414.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
414.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.21;y=17.95;yaw=-1.54
414.75,[debug],turtlebot4,simulation,robot-pose,x=-28.72;y=17.88;yaw=-0.80
414.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
427.133333445,[debug],turtlebot1,simulation,robot-pose,x=-33.56;y=15.30;yaw=-0.02
429.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
429.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.20;y=17.94;yaw=-1.54
429.75,[debug],turtlebot4,simulation,robot-pose,x=-28.72;y=17.88;yaw=-0.80
429.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
442.133333445,[debug],turtlebot1,simulation,robot-pose,x=-32.30;y=15.30;yaw=0.04
444.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
444.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.20;y=17.92;yaw=-1.54
444.75,[debug],turtlebot4,simulation,robot-pose,x=-28.72;y=17.88;yaw=-0.80
444.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
457.133333445,[debug],turtlebot1,simulation,robot-pose,x=-31.06;y=15.52;yaw=0.27
459.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
459.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.20;y=17.91;yaw=-1.54
459.75,[debug],turtlebot4,simulation,robot-pose,x=-28.73;y=17.88;yaw=-0.81
459.883333445,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
472.133333445,[debug],turtlebot1,simulation,robot-pose,x=-29.82;y=15.69;yaw=0.01
474.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
474.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.20;y=17.89;yaw=-1.54
474.75,[debug],turtlebot4,simulation,robot-pose,x=-28.73;y=17.89;yaw=-0.82
474.883333445,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
487.133333445,[debug],turtlebot1,simulation,robot-pose,x=-28.57;y=15.72;yaw=-0.01
489.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
489.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.20;y=17.88;yaw=-1.54
489.75,[debug],turtlebot4,simulation,robot-pose,x=-28.73;y=17.89;yaw=-0.84
489.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
502.133333445,[debug],turtlebot1,simulation,robot-pose,x=-27.32;y=15.72;yaw=0.04
504.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
504.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.19;y=17.86;yaw=-1.54
504.75,[debug],turtlebot4,simulation,robot-pose,x=-28.73;y=17.89;yaw=-0.86
504.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
517.116666555,[debug],turtlebot1,move-base-info,Hooray, the base moved arrived,(x=-26;y=16)
517.133333445,[debug],turtlebot1,simulation,robot-pose,x=-26.43;y=15.91;yaw=-1.53
519.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
519.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.19;y=17.85;yaw=-1.54
519.75,[debug],turtlebot4,simulation,robot-pose,x=-28.73;y=17.89;yaw=-0.86
519.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
532.133333445,[debug],turtlebot1,simulation,robot-pose,x=-26.17;y=14.60;yaw=-1.58
534.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
534.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.19;y=17.83;yaw=-1.54
534.75,[debug],turtlebot4,simulation,robot-pose,x=-28.73;y=17.90;yaw=-0.88
534.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
547.133333445,[debug],turtlebot1,simulation,robot-pose,x=-26.16;y=14.50;yaw=-1.15
549.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
549.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.19;y=17.82;yaw=-1.54
549.75,[debug],turtlebot4,simulation,robot-pose,x=-28.73;y=17.90;yaw=-0.89
549.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
562.133333445,[debug],turtlebot1,simulation,robot-pose,x=-25.87;y=13.42;yaw=2.76
564.583333254,[debug],turtlebot2,simulation,robot-pose,x=-21.03;y=18.00;yaw=-1.54
564.666666746,[debug],turtlebot3,simulation,robot-pose,x=-27.19;y=17.80;yaw=-1.54
564.75,[debug],turtlebot4,simulation,robot-pose,x=-28.73;y=17.90;yaw=-0.90
564.866666555,[debug],turtlebot5,simulation,robot-pose,x=-40.39;y=25.23;yaw=0.33
565.566666603,[debug],turtlebot1,move-base-info,Hooray, the base moved arrived,(x=-26;y=13)
568.183333397,[info],lab_arm,sync,wait-message,(status=message-received)
568.183333397,[info],Inventory,sync,wait-sample,(status=sample-received)
568.183333397,ENDSIM
577.133333445,[debug],turtlebot1,simulation,robot-pose,x=-25.91;y=13.40;yaw=1.62
578.183333397,[info],Inventory,sync,wait-sample,(status=sample-received)
578.183333397,ENDSIM
578.183333397,[info],lab_arm,sync,wait-message,(status=message-received)
578.183333397,[info],Inventory,sync,wait-sample,(status=sample-received)
578.183333397,ENDSIM
0.0,[debug],simulation closed,reach-target,execution-wall-clock=705.9485032558441
